,label,N,P,K,ph,temperature,humidity,rainfall
380,Carrot,40,45,60,5.5,22.17931888,80.33127223,200.0882787
381,Carrot,40,45,60,5.52,23.08974909,63.10459626,70.43473609
382,Carrot,40,45,60,5.54,17.16606398,14.42457525,72.32667516
383,Carrot,40,45,60,5.56,18.23775702,21.07643273,69.44951585
384,Carrot,40,45,60,5.58,24.80467592,40.1242747,121.5639121
385,Carrot,40,45,60,5.6,30.30260453,47.18283631,68.04039813
386,Carrot,40,45,60,5.62,29.008124,84.96089355,45.91011391
387,Carrot,40,45,60,5.64,25.65842532,61.18235808,69.28607828
388,Carrot,40,45,60,5.66,26.58972517,66.14007674,50.90994463
389,Carrot,40,45,60,5.68,22.44581266,89.90147027,109.3905998
390,Carrot,40,45,60,5.48,27.33368994,83.67675197,101.0494791
391,Carrot,40,45,60,5.46,27.34585147,78.4873835,92.15524332
392,Carrot,40,45,60,5.44,31.48451729,48.77926304,93.17221967
393,Carrot,40,45,60,5.42,27.92004934,82.93262435,69.92092839
394,Carrot,40,45,60,5.4,25.04746944,85.5667282,56.72496677
395,Carrot,40,45,60,5.38,29.87331077,90.60932469,24.69720481
396,Carrot,40,45,60,5.36,23.76121837,93.661643,100.825956
397,Carrot,40,45,60,5.34,10.35609594,93.75652041,101.1456947
398,Carrot,40,45,60,5.32,38.38231475,93.10378595,210.2735346
399,Cashewnuts,70,40,60,6,23.28617173,81.43321641,242.3170629
400,Cashewnuts,70,40,60,6.02,25.10787449,55.97732754,78.16077693
401,Cashewnuts,70,40,60,6.04,17.48911699,16.39055394,79.45758333
402,Cashewnuts,70,40,60,6.06,15.46789263,21.43780702,88.88796102
403,Cashewnuts,70,40,60,6.08,20.43517772,39.37252634,137.2279662
404,Cashewnuts,70,40,60,6.1,26.65333029,59.79023382,36.91852635
405,Cashewnuts,70,40,60,6.12,29.89129144,80.14487166,54.7960127
406,Cashewnuts,70,40,60,6.14,25.25596239,61.36669662,68.64685069
407,Cashewnuts,70,40,60,6.16,19.59221047,61.28633405,41.7704893
408,Cashewnuts,70,40,60,6.18,23.89162561,89.61850203,104.617522
409,Cashewnuts,70,40,60,5.98,27.39872329,81.10523402,112.1355384
410,Cashewnuts,70,40,60,5.96,32.82141065,47.45553843,90.89173106
411,Cashewnuts,70,40,60,5.94,10.38004759,83.44518113,67.3917379
412,Cashewnuts,70,40,60,5.92,26.81530456,87.65694462,55.74073582
413,Cashewnuts,70,40,60,5.9,27.72653142,92.00687531,20.21126747
414,Cashewnuts,70,40,60,5.88,23.6119202,91.70293849,123.5900822
415,Cashewnuts,70,40,60,5.86,21.21306973,91.35349216,112.9834361
416,Cashewnuts,70,40,60,5.84,34.2804607,90.55561637,98.54047745
417,Cashewnuts,70,40,60,5.82,26.92449525,91.20106019,194.9022136
418,Cauliflower,80,70,50,6.5,24.52783742,82.73685569,224.6757231
419,Cauliflower,80,70,50,6.52,25.61707368,63.4711755,108.8303762
420,Cauliflower,80,70,50,6.54,18.2872007,16.67921616,74.87445574
421,Cauliflower,80,70,50,6.56,17.48189735,18.8251973,121.9401369
422,Cauliflower,80,70,50,6.58,19.3479443,55.96805489,194.5921148
423,Cauliflower,80,70,50,6.6,28.17489437,43.6672299,45.78172762
424,Cauliflower,80,70,50,6.62,29.75538903,86.45193297,37.54602719
425,Cauliflower,80,70,50,6.64,32.34744009,66.61452812,64.55882254
426,Cauliflower,80,70,50,6.66,19.1345771,62.57526895,36.46946971
427,Cauliflower,80,70,50,6.68,24.96273236,92.40501423,109.4169192
428,Cauliflower,80,70,50,6.48,27.40053601,82.96221306,104.9378
429,Cauliflower,80,70,50,6.46,29.50704598,78.20585613,98.12565829
430,Cauliflower,80,70,50,6.44,27.69819273,51.41593238,100.7720705
431,Cauliflower,80,70,50,6.42,9.535585543,80.73112694,69.44115171
432,Cauliflower,80,70,50,6.4,24.69368934,85.56967628,48.99390828
433,Cauliflower,80,70,50,6.38,28.55852465,90.45773041,27.26588346
434,Cauliflower,80,70,50,6.36,22.13450646,94.67695747,112.9203223
435,Cauliflower,80,70,50,6.34,27.255435,91.71369387,101.139435
436,Cauliflower,80,70,50,6.32,42.93605359,90.09448142,234.8466111
437,Chickoo,40,30,60,5,24.97669518,83.891805,204.8001847
438,Chickoo,40,30,60,5.02,24.60532218,73.58868502,96.59195302
439,Chickoo,40,30,60,5.04,17.25769499,18.74943955,94.00287214
440,Chickoo,40,30,60,5.06,20.120043,22.89845607,104.6252153
441,Chickoo,40,30,60,5.08,31.48469278,35.6395615,100.546816
442,Chickoo,40,30,60,5.1,24.83206631,44.17085032,52.0810886
443,Chickoo,40,30,60,5.12,27.31372793,85.44815232,53.15223123
444,Chickoo,40,30,60,5.14,29.43463808,64.94329356,72.17818157
445,Chickoo,40,30,60,5.16,21.53577883,65.47227704,35.75107592
446,Chickoo,40,30,60,5.18,20.33691147,89.38003827,110.9653137
447,Chickoo,40,30,60,4.98,26.59743595,79.35898915,107.3944717
448,Chickoo,40,30,60,4.96,31.99490489,50.84881347,97.38741498
449,Chickoo,40,30,60,4.94,10.89875873,80.01639435,68.69420397
450,Chickoo,40,30,60,4.92,25.81692236,82.043255,54.82963379
451,Chickoo,40,30,60,4.9,27.72338349,90.93897939,22.81863447
452,Chickoo,40,30,60,4.88,21.25941052,92.84416234,109.0658471
453,Chickoo,40,30,60,4.86,28.2620488,91.98317355,105.2132259
454,Chickoo,40,30,60,4.84,39.01793345,91.48815629,105.8841531
455,Chickoo,40,30,60,4.82,25.56567803,97.61361544,199.7936345
456,Chickpeas(Channa),40,60,80,5.5,23.05804872,83.37011772,251.0549998
457,Chickpeas(Channa),40,60,80,5.52,23.55882094,71.59351368,66.71995467
458,Chickpeas(Channa),40,60,80,5.54,25.73044432,70.74739256,98.73771338
459,Chickpeas(Channa),40,60,80,5.56,17.43732714,14.33847406,73.0926704
460,Chickpeas(Channa),40,60,80,5.58,19.56376468,24.67385131,139.2921004
461,Chickpeas(Channa),40,60,80,5.6,21.01142393,69.69141302,185.2039114
462,Chickpeas(Channa),40,60,80,5.62,30.88883074,52.62696801,55.51932414
463,Chickpeas(Channa),40,60,80,5.64,29.06631494,83.6869203,43.95183726
464,Chickpeas(Channa),40,60,80,5.66,30.94908189,64.23364112,62.78730907
465,Chickpeas(Channa),40,60,80,5.68,23.33375853,64.50515776,47.01510708
466,Chickpeas(Channa),40,60,80,5.48,24.35193812,90.88612388,105.529185
467,Chickpeas(Channa),40,60,80,5.46,25.34119774,84.47321314,91.06493353
468,Chickpeas(Channa),40,60,80,5.44,35.63627319,48.97047762,97.51952041
469,Chickpeas(Channa),40,60,80,5.42,26.18159716,81.03886263,66.05911698
470,Chickpeas(Channa),40,60,80,5.4,25.83202912,89.00481725,45.24690619
471,Chickpeas(Channa),40,60,80,5.38,27.30008597,90.80015308,25.09484511
472,Chickpeas(Channa),40,60,80,5.36,22.50050273,92.45878335,100.9343903
473,Chickpeas(Channa),40,60,80,5.34,15.83388699,91.68293851,109.7571416
474,Chickpeas(Channa),40,60,80,5.32,29.20300896,93.96834049,209.4083305
475,Chili,120,20,80,6.5,23.86330467,83.15250801,285.2493645
476,Chili,120,20,80,6.52,24.89364635,65.61418761,87.9298085
477,Chili,120,20,80,6.54,17.22385224,15.82069268,76.57580954
478,Chili,120,20,80,6.56,17.66148158,18.15302753,100.6711761
479,Chili,120,20,80,6.58,19.14729038,45.3733757,132.7748215
480,Chili,120,20,80,6.6,27.04453473,49.32609633,48.25207759
481,Chili,120,20,80,6.62,28.95451232,89.07866095,57.65901369
482,Chili,120,20,80,6.64,31.74379487,62.51007687,68.97097538
483,Chili,120,20,80,6.66,28.42062847,61.77336343,49.02366803
484,Chili,120,20,80,6.68,24.92639065,85.19098079,104.7693804
485,Chili,120,20,80,6.48,29.55054817,78.06762846,99.34482238
486,Chili,120,20,80,6.46,35.89855625,54.25964196,92.19721736
487,Chili,120,20,80,6.44,30.7280404,82.42614055,68.38135469
488,Chili,120,20,80,6.42,18.70679077,83.4795292,66.5964488
489,Chili,120,20,80,6.4,25.28784623,89.63667876,58.28697664
490,Chili,120,20,80,6.38,29.34081108,94.5513539,28.22908103
491,Chili,120,20,80,6.36,23.15791104,90.34396882,110.712841
492,Chili,120,20,80,6.34,16.53460397,94.76759975,110.0447896
493,Chili,120,20,80,6.32,25.9300384,93.02357765,241.8202079
494,Cinnamon,20,20,25,5,25.42977518,82.94682591,195.3574542
495,Cinnamon,20,20,25,5.02,23.26237612,72.33125523,67.10225139
496,Cinnamon,20,20,25,5.04,17.06579293,17.54024066,70.87150577
497,Cinnamon,20,20,25,5.06,18.62328774,23.02410338,135.3378033
498,Cinnamon,20,20,25,5.08,23.6734328,47.2879691,141.1250722
499,Cinnamon,20,20,25,5.1,26.31051759,61.18749126,35.73403813
500,Cinnamon,20,20,25,5.12,27.77076285,87.09979549,49.50812624
501,Cinnamon,20,20,25,5.14,29.39982732,64.25510719,67.47677295
502,Cinnamon,20,20,25,5.16,26.03026959,69.55863145,37.11395801
503,Cinnamon,20,20,25,5.18,22.34375696,89.7870345,103.3183074
504,Cinnamon,20,20,25,4.98,26.42313317,83.6995044,95.12322062
505,Cinnamon,20,20,25,4.96,33.7462686,48.50387598,92.26439205
506,Cinnamon,20,20,25,4.94,31.11047251,83.34010951,71.43001582
507,Cinnamon,20,20,25,4.92,25.92030221,83.47202566,42.10681516
508,Cinnamon,20,20,25,4.9,28.53545677,91.72742702,25.1290048
509,Cinnamon,20,20,25,4.88,22.35548159,94.47811755,116.7366261
510,Cinnamon,20,20,25,4.86,10.01081312,90.22399223,119.3941064
511,Cinnamon,20,20,25,4.84,39.23342464,91.25589286,64.4478499
512,Cinnamon,20,20,25,4.82,28.69164799,96.65248672,178.9635457
513,Cloves,20,20,60,5,26.40323239,81.05635517,223.3671883
514,Cloves,20,20,60,5.02,22.88330922,71.59722446,67.72777298
515,Cloves,20,20,60,5.04,20.62767492,14.44008871,92.06630306
516,Cloves,20,20,60,5.06,23.00884744,18.86880997,100.118612
517,Cloves,20,20,60,5.08,25.74679443,40.7192594,100.7791633
518,Cloves,20,20,60,5.1,28.77833449,44.2252605,33.95825723
519,Cloves,20,20,60,5.12,29.12939524,88.48312598,36.45012824
520,Cloves,20,20,60,5.14,29.38400259,64.14928485,65.24194361
521,Cloves,20,20,60,5.16,28.04849594,64.07691942,37.15824966
522,Cloves,20,20,60,5.18,24.32770134,90.88292835,110.4606459
523,Cloves,20,20,60,4.98,26.59386409,81.40740301,109.9825551
524,Cloves,20,20,60,4.96,27.3511056,54.43945147,96.27792547
525,Cloves,20,20,60,4.94,28.57828803,80.95628959,73.34232097
526,Cloves,20,20,60,4.92,26.6634609,89.98405233,57.40847165
527,Cloves,20,20,60,4.9,27.11535046,94.86907886,26.51924782
528,Cloves,20,20,60,4.88,22.20700989,93.50574163,120.1593771
529,Cloves,20,20,60,4.86,22.79196751,90.60901895,116.5084074
530,Cloves,20,20,60,4.84,27.34734861,94.17756725,40.35153141
531,Cloves,20,20,60,4.82,29.70931288,96.30484325,209.8453993
532,Cluster Beans(Gavar),25,50,25,5,23.22397386,83.03322691,221.2091958
533,Cluster Beans(Gavar),25,50,25,5.02,25.6217169,66.50415474,105.4654703
534,Cluster Beans(Gavar),25,50,25,5.04,18.86805647,15.65809214,88.51048983
535,Cluster Beans(Gavar),25,50,25,5.06,17.13692774,20.59541693,128.256862
536,Cluster Beans(Gavar),25,50,25,5.08,19.73136909,24.89487354,84.06354115
537,Cluster Beans(Gavar),25,50,25,5.1,36.75087487,58.25799145,124.6028153
538,Cluster Beans(Gavar),25,50,25,5.12,30.53684308,59.96664731,33.48919022
539,Cluster Beans(Gavar),25,50,25,5.14,28.9973145,83.78911515,59.84499208
540,Cluster Beans(Gavar),25,50,25,5.16,26.41768321,63.64698302,64.42177127
541,Cluster Beans(Gavar),25,50,25,5.18,27.99990346,65.57653373,49.94043064
542,Cluster Beans(Gavar),25,50,25,4.98,18.09691127,90.42177379,104.88189
543,Cluster Beans(Gavar),25,50,25,4.96,25.08347445,80.261731,94.32961456
544,Cluster Beans(Gavar),25,50,25,4.94,34.58561471,50.34035336,100.3060719
545,Cluster Beans(Gavar),25,50,25,4.92,17.66558428,82.92903419,69.8671263
546,Cluster Beans(Gavar),25,50,25,4.9,24.64458469,85.49938185,48.31219031
547,Cluster Beans(Gavar),25,50,25,4.88,28.03306461,91.47355778,21.17924769
548,Cluster Beans(Gavar),25,50,25,4.86,22.85267372,94.5764581,117.5314026
549,Cluster Beans(Gavar),25,50,25,4.84,31.87859192,91.15248149,105.3437825
550,Cluster Beans(Gavar),25,50,25,4.82,24.42561272,92.27749066,63.35298768
551,Coconut,20,10,30,5,23.67575393,81.03569343,233.7034975
552,Coconut,20,10,30,5.02,25.08239719,65.92195844,62.49190812
553,Coconut,20,10,30,5.04,19.48316794,17.44534641,80.4986291
554,Coconut,20,10,30,5.06,21.32776028,18.48522915,109.1013261
555,Coconut,20,10,30,5.08,31.46846241,35.39454002,174.5723999
556,Coconut,20,10,30,5.1,28.76488954,52.62741529,55.21606732
557,Coconut,20,10,30,5.12,29.27308605,89.4875022,50.9246554
558,Coconut,20,10,30,5.14,33.66855394,66.60416867,67.32520551
559,Coconut,20,10,30,5.16,27.52135365,60.53657684,48.06491307
560,Coconut,20,10,30,5.18,20.93892916,85.42912869,103.0295938
561,Coconut,20,10,30,4.98,27.81251452,82.69285419,99.20961514
562,Coconut,20,10,30,4.96,29.26382931,54.82257868,100.7586226
563,Coconut,20,10,30,4.94,20.46657776,80.97598029,71.29813872
564,Coconut,20,10,30,4.92,25.2801372,83.15393658,49.29456609
565,Coconut,20,10,30,4.9,29.73019662,90.97015715,20.49035619
566,Coconut,20,10,30,4.88,21.42177231,92.62665309,102.8045658
567,Coconut,20,10,30,4.86,11.89925671,91.34663797,103.5771468
568,Coconut,20,10,30,4.84,31.53243779,90.87394933,207.0735119
569,Coconut,20,10,30,4.82,29.18032562,92.73041222,204.9603677
570,Coffee,100,20,30,5.5,22.68319059,83.46358271,194.2651719
571,Coffee,100,20,30,5.52,26.16985907,71.96246617,79.84925393
572,Coffee,100,20,30,5.54,18.8392908,14.74071856,94.78189594
573,Coffee,100,20,30,5.56,21.02213209,24.93896255,124.6118471
574,Coffee,100,20,30,5.58,29.32379604,45.93248374,165.4113371
575,Coffee,100,20,30,5.6,29.93964907,54.61813464,45.43669946
576,Coffee,100,20,30,5.62,28.66086349,86.12194568,50.01534317
577,Coffee,100,20,30,5.64,28.5417236,64.2020154,69.68862306
578,Coffee,100,20,30,5.66,18.13027797,62.45851612,50.6128521
579,Coffee,100,20,30,5.68,20.07386547,90.97819712,103.7084055
580,Coffee,100,20,30,5.48,27.09062164,81.33506906,110.1331182
581,Coffee,100,20,30,5.46,30.79375683,46.69536813,92.21318555
582,Coffee,100,20,30,5.44,41.20733624,81.61051026,65.90227462
583,Coffee,100,20,30,5.42,24.42998931,86.33904774,48.58241822
584,Coffee,100,20,30,5.4,29.12533739,91.52291141,21.90440445
585,Coffee,100,20,30,5.38,22.31253665,90.03577124,113.0688155
586,Coffee,100,20,30,5.36,22.3551049,93.52211892,101.5164589
587,Coffee,100,20,30,5.34,42.07213781,92.92203105,165.7412972
588,Coffee,100,20,30,5.32,28.48444906,97.76865458,160.389421
589,Coriander leaves,10,20,20,6.5,25.7354293,83.88266234,233.1321372
590,Coriander leaves,10,20,20,6.52,18.51816776,55.53128131,90.988051
591,Coriander leaves,10,20,20,6.54,17.1418614,17.0662427,83.74606679
592,Coriander leaves,10,20,20,6.56,20.27514686,23.2353604,139.7521543
593,Coriander leaves,10,20,20,6.58,19.54314136,47.19188279,192.4372194
594,Coriander leaves,10,20,20,6.6,31.12896766,43.58788762,32.76742894
595,Coriander leaves,10,20,20,6.62,27.8640132,80.4513142,42.83053902
596,Coriander leaves,10,20,20,6.64,30.91219459,68.79427388,66.63830637
597,Coriander leaves,10,20,20,6.66,25.78746268,60.2816298,49.14337177
598,Coriander leaves,10,20,20,6.68,22.77035608,91.45498527,106.9659201
599,Coriander leaves,10,20,20,6.48,26.05433004,79.39654531,113.2297373
600,Coriander leaves,10,20,20,6.46,33.55695561,53.72979826,98.67527561
601,Coriander leaves,10,20,20,6.44,32.17752026,54.01352682,91.88766069
602,Coriander leaves,10,20,20,6.42,9.851242629,80.22631717,68.42802444
603,Coriander leaves,10,20,20,6.4,25.89762315,81.96664832,54.49960057
604,Coriander leaves,10,20,20,6.38,27.98780984,92.78226196,27.14509034
605,Coriander leaves,10,20,20,6.36,22.36238282,91.15761594,118.6832725
606,Coriander leaves,10,20,20,6.34,32.39523995,94.51768464,113.25373
607,Coriander leaves,10,20,20,6.32,37.58899717,91.99740365,159.6577388
608,Coriander seeds,90,20,20,6.5,21.32504158,80.47476396,185.4974732
609,Coriander seeds,90,20,20,6.52,25.1420613,65.26185135,76.68456006
610,Coriander seeds,90,20,20,6.54,18.19737048,14.71070537,70.18185181
611,Coriander seeds,90,20,20,6.56,17.15432954,19.87070659,87.99669731
612,Coriander seeds,90,20,20,6.58,29.38538562,63.47742011,90.05422663
613,Coriander seeds,90,20,20,6.6,31.99928579,54.1077461,71.6266696
614,Coriander seeds,90,20,20,6.62,27.01470397,84.34262707,55.296354
615,Coriander seeds,90,20,20,6.64,28.438097,83.48991368,52.55469976
616,Coriander seeds,90,20,20,6.66,31.4345059,62.99303471,64.77651469
617,Coriander seeds,90,20,20,6.68,27.99627907,68.6428593,46.10585191
618,Coriander seeds,90,20,20,6.48,23.77989026,92.93386903,106.977723
619,Coriander seeds,90,20,20,6.46,28.55980972,84.51602322,111.0843029
620,Coriander seeds,90,20,20,6.44,34.13072188,51.25786185,96.38808001
621,Coriander seeds,90,20,20,6.42,19.6491772,80.15215777,73.69529586
622,Coriander seeds,90,20,20,6.4,26.283443,84.42478917,50.78669728
623,Coriander seeds,90,20,20,6.38,27.99611732,90.84660317,21.61893763
624,Coriander seeds,90,20,20,6.36,21.19852186,92.15595143,105.8554351
625,Coriander seeds,90,20,20,6.34,25.35467646,91.81183218,116.7555937
626,Coriander seeds,90,20,20,6.32,43.03714283,94.6428898,41.5856585
627,Cotton,120,40,20,5.5,26.46428311,83.85642678,248.2256491
628,Cotton,120,40,20,5.52,20.37999665,63.73849998,108.5054416
629,Cotton,120,40,20,5.54,19.45591848,18.02235902,78.44910564
630,Cotton,120,40,20,5.56,24.1638445,19.27907819,116.7324324
631,Cotton,120,40,20,5.58,23.17409556,36.67847052,162.5931264
632,Cotton,120,40,20,5.6,24.20422636,61.43378674,46.0203959
633,Cotton,120,40,20,5.62,28.36291385,88.00989267,43.05130077
634,Cotton,120,40,20,5.64,28.20667264,68.27085245,64.32887142
635,Cotton,120,40,20,5.66,27.70496805,63.20915034,37.46160727
636,Cotton,120,40,20,5.68,24.56811204,92.03009222,110.9633894
637,Cotton,120,40,20,5.48,29.38254012,83.50423735,109.2486647
638,Cotton,120,40,20,5.46,27.67256197,45.41692012,92.84991507
639,Cotton,120,40,20,5.44,18.73932187,81.12109244,73.55807954
640,Cotton,120,40,20,5.42,24.31334971,87.47409052,48.11248366
641,Cotton,120,40,20,5.4,29.49401389,94.72981338,26.30820876
642,Cotton,120,40,20,5.38,23.71475278,91.53331177,121.8961665
643,Cotton,120,40,20,5.36,24.53610067,91.90997228,115.9787989
644,Cotton,120,40,20,5.34,42.84609252,94.63548176,78.8099639
645,Cotton,120,40,20,5.32,29.52501367,91.91185319,194.3100272
646,Cucumber,60,60,85,6.5,20.26707606,81.63895217,270.4417274
647,Cucumber,60,60,85,6.52,21.44526922,63.1621551,65.88951188
648,Cucumber,60,60,85,6.54,19.03025305,18.66725565,94.70992037
649,Cucumber,60,60,85,6.56,19.9191786,21.47324158,82.68554379
650,Cucumber,60,60,85,6.58,28.88302142,50.12323801,179.2155874
651,Cucumber,60,60,85,6.6,25.50634557,44.8302551,74.32635105
652,Cucumber,60,60,85,6.62,29.78416743,85.16906976,40.77872823
653,Cucumber,60,60,85,6.64,29.58949031,68.32176769,67.53021213
654,Cucumber,60,60,85,6.66,28.75273118,69.15640149,35.15426171
655,Cucumber,60,60,85,6.68,22.5526059,89.3259486,104.8955643
656,Cucumber,60,60,85,6.48,29.3159075,80.11585705,90.10978128
657,Cucumber,60,60,85,6.46,29.73770045,47.54885174,90.09586854
658,Cucumber,60,60,85,6.44,30.41235793,52.48100602,93.92375879
659,Cucumber,60,60,85,6.42,13.42988625,80.06633966,71.40043037
660,Cucumber,60,60,85,6.4,24.54356968,84.60808277,42.00660251
661,Cucumber,60,60,85,6.38,29.19378695,91.46241065,26.48240255
662,Cucumber,60,60,85,6.36,21.17089176,90.23730166,123.6495149
663,Cucumber,60,60,85,6.34,34.5917846,92.13229786,115.5650287
664,Cucumber,60,60,85,6.32,25.65492304,92.74501561,52.95477913
665,Cumin seeds,90,60,20,6.5,21.0525355,82.67839517,233.1075816
666,Cumin seeds,90,60,20,6.52,24.9321581,73.80435276,79.74078719
667,Cumin seeds,90,60,20,6.54,20.28155898,16.39535215,82.52339655
668,Cumin seeds,90,60,20,6.56,16.06522754,18.72479695,88.06638775
669,Cumin seeds,90,60,20,6.58,33.80020039,40.03262418,176.6165894
670,Cumin seeds,90,60,20,6.6,27.65472156,58.59986279,36.94255012
671,Cumin seeds,90,60,20,6.62,29.89232778,89.71503316,42.99498978
672,Cumin seeds,90,60,20,6.64,26.27274407,62.28814857,70.23207557
673,Cumin seeds,90,60,20,6.66,32.7477393,67.77954584,63.37784443
674,Cumin seeds,90,60,20,6.68,21.65845777,63.58337146,38.07659414
675,Cumin seeds,90,60,20,6.48,20.89273273,91.07776977,104.4407083
676,Cumin seeds,90,60,20,6.46,25.29391516,79.29122198,105.4220251
677,Cumin seeds,90,60,20,6.44,31.53356352,53.06009323,98.57025046
678,Cumin seeds,90,60,20,6.42,19.2077707,82.9042841,66.83113717
679,Cumin seeds,90,60,20,6.4,24.92994759,85.00802358,48.75859458
680,Cumin seeds,90,60,20,6.38,28.87726019,92.48839665,24.44267592
681,Cumin seeds,90,60,20,6.36,22.19055385,92.43764169,121.6622761
682,Cumin seeds,90,60,20,6.34,11.86631922,93.68394562,106.060149
683,Cumin seeds,90,60,20,6.32,35.67667332,93.30641944,141.3381168
684,Curry leaves,20,20,20,6.5,26.79533926,82.1480873,193.3473987
685,Curry leaves,20,20,20,6.52,22.53510514,67.99257471,64.40866039
686,Curry leaves,20,20,20,6.54,17.47809436,17.93253975,78.92060234
687,Curry leaves,20,20,20,6.56,15.77370214,19.2303162,108.3441414
688,Curry leaves,20,20,20,6.58,24.7741949,50.54621094,114.2821387
689,Curry leaves,20,20,20,6.6,26.34043268,55.59160391,35.1051197
690,Curry leaves,20,20,20,6.62,27.11026483,84.96771717,51.52617423
691,Curry leaves,20,20,20,6.64,28.12787838,64.2097765,70.86340755
692,Curry leaves,20,20,20,6.66,23.89271875,61.78779413,52.55730112
693,Curry leaves,20,20,20,6.68,19.20090378,94.27659596,108.0423555
694,Curry leaves,20,20,20,6.48,25.86632408,84.42379269,114.5357503
695,Curry leaves,20,20,20,6.46,27.00315545,47.67525434,95.85118326
696,Curry leaves,20,20,20,6.44,32.6112614,47.74916499,91.10190759
697,Curry leaves,20,20,20,6.42,24.97256132,82.72828653,66.70016285
698,Curry leaves,20,20,20,6.4,26.6333118,84.31756844,56.31866159
699,Curry leaves,20,20,20,6.38,28.05380704,91.81758779,20.76582087
700,Curry leaves,20,20,20,6.36,22.77856513,92.70124029,113.7759219
701,Curry leaves,20,20,20,6.34,10.16431299,91.22320999,106.362551
702,Curry leaves,20,20,20,6.32,29.60718808,93.15642801,62.68710535
703,Custard apple,40,20,40,6.5,22.72791041,82.1706881,260.8875056
704,Custard apple,40,20,40,6.52,22.27373646,59.52193158,67.96704792
705,Custard apple,40,20,40,6.54,19.62416326,18.71483156,88.4585692
706,Custard apple,40,20,40,6.56,21.14011423,22.7182355,141.6056722
707,Custard apple,40,20,40,6.58,33.15122581,32.45974539,105.0380275
708,Custard apple,40,20,40,6.6,25.44689075,58.55363573,57.04826619
709,Custard apple,40,20,40,6.62,27.06909959,86.89934108,50.46746116
710,Custard apple,40,20,40,6.64,29.10713092,67.90577375,67.83345933
711,Custard apple,40,20,40,6.66,29.87854588,65.73085206,44.95654782
712,Custard apple,40,20,40,6.68,24.24779615,85.56033312,106.9216033
713,Custard apple,40,20,40,6.48,25.36059237,75.03193255,116.5531455
714,Custard apple,40,20,40,6.46,27.58258929,48.56916221,95.8445641
715,Custard apple,40,20,40,6.44,16.36251869,83.00471609,71.55665483
716,Custard apple,40,20,40,6.42,24.47018505,84.16390229,57.26773002
717,Custard apple,40,20,40,6.4,29.26092798,92.92367701,28.70627683
718,Custard apple,40,20,40,6.38,22.9215706,94.89613443,105.6941544
719,Custard apple,40,20,40,6.36,22.67594476,93.36348717,110.3332655
720,Custard apple,40,20,40,6.34,32.51247398,94.65904123,51.07048113
721,Custard apple,40,20,40,6.32,25.94951662,93.40548703,172.0540491
722,Dates,40,125,20,6.5,24.87300744,82.84022551,295.6094492
723,Dates,40,125,20,6.52,25.70196694,61.33450447,83.20711308
724,Dates,40,125,20,6.54,20.67526473,19.85388984,84.78344008
725,Dates,40,125,20,6.56,24.92360104,18.22590825,62.7089169
726,Dates,40,125,20,6.58,23.50222822,51.29019509,192.3023991
727,Dates,40,125,20,6.6,31.01274943,62.40392519,63.77192383
728,Dates,40,125,20,6.62,28.06642822,85.91625451,39.23831035
729,Dates,40,125,20,6.64,28.57006111,65.71765781,70.0866434
730,Dates,40,125,20,6.66,25.2653291,67.10004577,48.33941188
731,Dates,40,125,20,6.68,24.81530144,91.90842992,109.2853418
732,Dates,40,125,20,6.48,29.12036889,80.18080728,112.3982055
733,Dates,40,125,20,6.46,29.38471637,45.88744691,100.8124659
734,Dates,40,125,20,6.44,20.28370163,81.32235739,71.06611222
735,Dates,40,125,20,6.42,24.13078816,84.84494575,51.19470197
736,Dates,40,125,20,6.4,29.72791119,94.29753295,26.52364146
737,Dates,40,125,20,6.38,22.81212536,91.51861705,107.855225
738,Dates,40,125,20,6.36,21.03200078,92.9641969,110.6823944
739,Dates,40,125,20,6.34,38.72382798,91.72514851,62.62377075
740,Dates,40,125,20,6.32,28.03380598,95.01630593,218.0055713
741,Drumstick â€“ moringa,40,20,10,6.5,26.75754171,81.17734011,272.2999056
742,Drumstick â€“ moringa,40,20,10,6.52,23.02038334,61.89472002,63.03843397
743,Drumstick â€“ moringa,40,20,10,6.54,20.56601874,14.25803981,83.75937135
744,Drumstick â€“ moringa,40,20,10,6.56,16.71170642,19.17651433,96.77285817
745,Drumstick â€“ moringa,40,20,10,6.58,18.33124824,38.40975482,139.6483317
746,Drumstick â€“ moringa,40,20,10,6.6,28.23494706,61.5620517,72.66666443
747,Drumstick â€“ moringa,40,20,10,6.62,27.11030369,83.64274107,49.11964582
748,Drumstick â€“ moringa,40,20,10,6.64,30.08545364,69.34811988,67.1367443
749,Drumstick â€“ moringa,40,20,10,6.66,28.67408774,63.18832976,42.96018627
750,Drumstick â€“ moringa,40,20,10,6.68,23.12808226,92.68328358,109.3930157
751,Drumstick â€“ moringa,40,20,10,6.48,27.00932084,80.18546798,97.32531705
752,Drumstick â€“ moringa,40,20,10,6.46,33.56150184,45.53556603,95.70525913
753,Drumstick â€“ moringa,40,20,10,6.44,29.99677232,81.54156612,67.12534492
754,Drumstick â€“ moringa,40,20,10,6.42,27.23708304,82.94573346,70.42508897
755,Drumstick â€“ moringa,40,20,10,6.4,25.35794749,80.45846265,47.72078245
756,Drumstick â€“ moringa,40,20,10,6.38,27.3506296,94.2911951,27.21244021
757,Drumstick â€“ moringa,40,20,10,6.36,21.22503442,90.09877774,113.9760462
